Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
AC025171.1	AC025171.1	57.0320093071263	0.248903906846981	0.177580315672359	1.4016413131409	0.161022383634757	0.713881356291064	ENSG00000215068	antisense	chr5	43041575	43045390	chr5:43041575	ANXA2R-AS1	lncRNA	chr5	43041572	43064272	chr5:43041572	ENSG00000215068
AC025335.1	AC025335.1	132.431079150443	0.206632635394895	0.0937326473120607	2.20448948493859	0.0274899386384652	0.436490327254758	ENSG00000179859	antisense	chr17	7913324	7915953	chr17:7913324	RNF227	protein_coding	chr17	7913339	7916289	chr17:7913339	ENSG00000179859
AC046143.3	AC046143.3	77.6713506077877	-0.210560903022676	0.114512929829115	-1.83875221197196	0.0659516400139031	0.573438282340305	ENSG00000229334	antisense	chr3	194632923	194645401	chr3:194632923	TMEM44-AS2	lncRNA	chr3	194632904	194645407	chr3:194632904	ENSG00000229334
AC074117.10	AC074117.10	209.739279047038	0.0903908392024562	0.11375019542517	0.794643375025404	0.426820979594785	0.877094400616388	ENSG00000234072	antisense	chr2	27356246	27367622	chr2:27356246	GTF3C2-AS2	lncRNA	chr2	27356246	27367622	chr2:27356246	ENSG00000234072
AC074212.6	AC074212.6	29.9115177559893	0.0255639315534981	0.188159280794719	0.135863250781598	0.891929387661068	0.983897917527148	ENSG00000267395	antisense	chr19	45767796	45772504	chr19:45767796	DM1-AS	lncRNA	chr19	45767796	45772504	chr19:45767796	ENSG00000267395
AC079630.4	AC079630.4	23.9657347321701	0.308896408720981	0.14061738261849	2.19671567603452	0.0280407585928425	0.43891266855312	ENSG00000225342	antisense	chr12	40186009	40224915	chr12:40186009	LRRK2-DT	lncRNA	chr12	40186009	40224915	chr12:40186009	ENSG00000225342
AC084219.4	AC084219.4	270.335593248952	0.119122193737588	0.0691617476216462	1.72237107698975	0.0850023196060171	0.609717548695436	ENSG00000186019	antisense	chr19	44105463	44113145	chr19:44105463	ZNF225-AS1	lncRNA	chr19	44103007	44113183	chr19:44103007	ENSG00000186019
AC091729.9	AC091729.9	233.357492266613	-0.0336518711969818	0.126534866456073	-0.265949395131058	0.790278182649107	0.971094457748143	ENSG00000229043	antisense	chr7	1160374	1165267	chr7:1160374	ZFAND2A-DT	lncRNA	chr7	1160374	1165607	chr7:1160374	ENSG00000229043
AC092614.2	AC092614.2	36.7444371340889	0.122892142312493	0.113862071706509	1.07930709911251	0.280450849245832	0.804052600448689	ENSG00000227542	lincRNA	chr2	191229165	191246172	chr2:191229165	MYO1B-AS1	lncRNA	chr2	191229165	191246172	chr2:191229165	ENSG00000227542
AC093110.3	AC093110.3	42.368883904051	0.206247403307654	0.147865965408017	1.39482674554987	0.163068091570534	0.715868925263499	ENSG00000238018	antisense	chr2	54661011	54680045	chr2:54661011	SPTBN1-AS2	lncRNA	chr2	54661011	54680045	chr2:54661011	ENSG00000238018
AC093388.3	AC093388.3	13.7732784521978	0.21687669505851	0.188962748654977	1.14772195367723	0.251083365265522	0.786465126445899	ENSG00000233654	antisense	chr2	190534855	190568102	chr2:190534855	NEMP2-DT	lncRNA	chr2	190534855	190569776	chr2:190534855	ENSG00000233654
AC093495.4	AC093495.4	29.0225586759808	0.0707024197487026	0.185335909337947	0.381482573999094	0.702845199320243	0.957039513979895	ENSG00000228242	antisense	chr3	14144637	14165978	chr3:14144637	XPC-AS1	lncRNA	chr3	14144637	14165978	chr3:14144637	ENSG00000228242
AC093627.10	AC093627.10	223.979912416587	0.0254432974783345	0.182788117190645	0.139195577203728	0.889295603362145	0.983433419150011	ENSG00000240859	lincRNA	chr7	149597	155465	chr7:149597	LINC03014	lncRNA	chr7	149549	155465	chr7:149549	ENSG00000240859
AC093627.9	AC093627.9	22.2089651804414	0.0617511411862525	0.181267066345484	0.340663874752399	0.73335663735363	0.962545855337797	ENSG00000242474	lincRNA	chr7	135853	149466	chr7:135853	LINC03015	lncRNA	chr7	135853	149527	chr7:135853	ENSG00000242474
AC093673.5	AC093673.5	559.669969988225	-0.00307167017559245	0.0635952964746685	-0.0483002729111573	0.961476937057644	0.994376692829242	ENSG00000232533	antisense	chr7	143379692	143380495	chr7:143379692	FAM131B-AS2	lncRNA	chr7	143379683	143381036	chr7:143379683	ENSG00000232533
AC093818.1	AC093818.1	65.8232622534649	0.122957728678296	0.180737315609113	0.680311800935572	0.496307053909014	0.895163970189263	ENSG00000225205	antisense	chr2	172480840	172556596	chr2:172480840	PDK1-AS1	lncRNA	chr2	172480840	172556596	chr2:172480840	ENSG00000225205
AC098820.3	AC098820.3	17.6030325597049	-0.0728448439023144	0.169394314876718	-0.430031220087461	0.667172931002529	0.946396548360135	ENSG00000232485	processed_transcript	chr2	216479030	216498761	chr2:216479030	RPL37A-DT	lncRNA	chr2	216479030	216498770	chr2:216479030	ENSG00000232485
AC104653.1	AC104653.1	10.6063393538444	-0.30586526331358	0.20443084056345	-1.49617964916916	0.134606846332172	0.681302511619867	ENSG00000228857	lincRNA	chr2	113831049	113843356	chr2:113831049	ACTR3-AS1	lncRNA	chr2	113831049	113891020	chr2:113831049	ENSG00000228857
AC104654.2	AC104654.2	18.2350149846241	-0.126924334644119	0.332655806580001	-0.381548531946621	0.702796266469322	0.957039513979895	ENSG00000234362	lincRNA	chr2	41931599	41933723	chr2:41931599	LINC01914	lncRNA	chr2	41931599	41934660	chr2:41931599	ENSG00000234362
AC108142.1	AC108142.1	550.747298637061	-0.0591436737147209	0.227148210323435	-0.260374817087516	0.794574666256298	0.97171461275394	ENSG00000177822	antisense	chr4	181874438	182145249	chr4:181874438	TENM3-AS1	lncRNA	chr4	181874438	182145249	chr4:181874438	ENSG00000177822
AC133644.2	AC133644.2	64.6065724054036	0.368772800953575	0.224160668527535	1.64512714641675	0.0999435934798742	0.635278523949204	ENSG00000280721	lincRNA	chr2	87439523	87459044	chr2:87439523	LINC01943	lncRNA	chr2	87439523	87459044	chr2:87439523	ENSG00000280721
AC137934.1	AC137934.1	55.5909601813965	-0.0596944579128423	0.130057145192438	-0.458986377292196	0.646243948717739	0.940728043759002	ENSG00000260923	lincRNA	chr16	90185997	90222678	chr16:90185997	LINC02193	lncRNA	chr16	90173217	90222851	chr16:90173217	ENSG00000260923
AC144652.1	AC144652.1	80.4637458206818	-0.0605323089139537	0.125876904494745	-0.480884949919314	0.630598269777417	0.934368232397441	ENSG00000273117	lincRNA	chr7	155295918	155297541	chr7:155295918	INSIG1-DT	lncRNA	chr7	155295918	155297541	chr7:155295918	ENSG00000273117
AC159540.1	AC159540.1	139.185639367352	0.0675399598328526	0.173554597968347	0.389156845301042	0.697160124642558	0.955350737148236	ENSG00000230606	lincRNA	chr2	97416165	97433527	chr2:97416165	LINC02969	lncRNA	chr2	97416165	97433527	chr2:97416165	ENSG00000230606
ACAA1	ACAA1	2125.33322420934	0.000166000471425454	0.0490577483944309	0.00338377681117338	0.997300141877368	0.999460755381866	ENSG00000060971	protein_coding	chr3	38103129	38137242	chr3:38103129	ACAA1	protein_coding	chr3	38103129	38137242	chr3:38103129	ENSG00000060971
ACAA2	ACAA2	4927.84477995133	-0.0122109074743242	0.0475046203134967	-0.257046733428052	0.797142696710382	0.97171461275394	ENSG00000167315	protein_coding	chr18	49782167	49813960	chr18:49782167	ACAA2	protein_coding	chr18	49782164	49813953	chr18:49782164	ENSG00000167315
ACACA	ACACA	4684.28778416917	0.0457539680190737	0.0511909347687697	0.893790438204443	0.371434026098888	0.855033005576106	ENSG00000278540	protein_coding	chr17	37084988	37406818	chr17:37084988	ACACA	protein_coding	chr17	37084992	37406836	chr17:37084992	ENSG00000278540
ACAD10	ACAD10	863.801180478741	-0.0368181791627193	0.0600963271045545	-0.612652734977692	0.540105981086139	0.910970133773921	ENSG00000111271	protein_coding	chr12	111686056	111757107	chr12:111686056	ACAD10	protein_coding	chr12	111686053	111757107	chr12:111686053	ENSG00000111271
ACAD11	ACAD11	1177.8872409566	0.0384170660612894	0.11652799418995	0.329681003507762	0.741641008982902	0.963177034740913	ENSG00000240303	protein_coding	chr3	132558138	132660723	chr3:132558138	ACAD11	protein_coding	chr3	132558138	132660082	chr3:132558138	ENSG00000240303
ACAD8	ACAD8	771.468377608874	-0.0666647468210183	0.0578984992388263	-1.15140716421737	0.249564767858888	0.785819876418328	ENSG00000151498	protein_coding	chr11	134253495	134265855	chr11:134253495	ACAD8	protein_coding	chr11	134253548	134265855	chr11:134253548	ENSG00000151498
ACAD9	ACAD9	2562.58091833773	-0.0754960305585181	0.0595192670817348	-1.26843011112424	0.204644394223075	0.751470699617115	ENSG00000177646	protein_coding	chr3	128879596	128916067	chr3:128879596	ACAD9	protein_coding	chr3	128879596	128924003	chr3:128879596	ENSG00000177646
ACADM	ACADM	2530.70888396239	-0.051584489409576	0.0602542460380483	-0.856113764613407	0.391934855708117	0.863721459910844	ENSG00000117054	protein_coding	chr1	75724347	75787575	chr1:75724347	ACADM	protein_coding	chr1	75724431	75787575	chr1:75724431	ENSG00000117054
ACADS	ACADS	366.806582937984	0.0195956586141492	0.0789255494234319	0.248280293989712	0.803917544870296	0.972092062248912	ENSG00000122971	protein_coding	chr12	120725735	120740008	chr12:120725735	ACADS	protein_coding	chr12	120725774	120740008	chr12:120725774	ENSG00000122971
ACADSB	ACADSB	1264.36281745179	0.183682061649549	0.0580087820752121	3.16645264869366	0.00154310466652957	0.136838131873573	ENSG00000196177	protein_coding	chr10	123008979	123058311	chr10:123008979	ACADSB	protein_coding	chr10	123008979	123058290	chr10:123008979	ENSG00000196177
ACADVL	ACADVL	9427.97049286564	0.074147670199438	0.06411954159142	1.15639738462135	0.247518650881129	0.783546728691421	ENSG00000072778	protein_coding	chr17	7217125	7225273	chr17:7217125	ACADVL	protein_coding	chr17	7217125	7225266	chr17:7217125	ENSG00000072778
ACAN	ACAN	13764.281339045	-1.18144632947907	0.499399838949032	-2.36573229972476	0.0179944504732033	0.374163605708167	ENSG00000157766	protein_coding	chr15	88803443	88875354	chr15:88803443	ACAN	protein_coding	chr15	88803436	88875353	chr15:88803436	ENSG00000157766
ACAP1	ACAP1	67.4219339084201	-0.03159574508152	0.187396606567652	-0.168603613801905	0.86610843785805	0.980921996133336	ENSG00000072818	protein_coding	chr17	7336529	7351478	chr17:7336529	ACAP1	protein_coding	chr17	7336529	7351477	chr17:7336529	ENSG00000072818
ACAP2	ACAP2	5304.22852598818	0.0465297291781526	0.0620706539773217	0.74962524472761	0.4534804421514	0.882807379120525	ENSG00000114331	protein_coding	chr3	195274736	195443078	chr3:195274736	ACAP2	protein_coding	chr3	195274745	195443044	chr3:195274745	ENSG00000114331
ACAP3	ACAP3	1829.24704510633	-0.178332028863605	0.100117797803736	-1.78122204818362	0.0748761831381619	0.592821929610903	ENSG00000131584	protein_coding	chr1	1292376	1309609	chr1:1292376	ACAP3	protein_coding	chr1	1292390	1309609	chr1:1292390	ENSG00000131584
ACAT1	ACAT1	3432.8252232528	0.0451380711955075	0.066676865021798	0.676967508606634	0.498426569601815	0.895952863821812	ENSG00000075239	protein_coding	chr11	108121516	108147776	chr11:108121516	ACAT1	protein_coding	chr11	108116695	108147603	chr11:108116695	ENSG00000075239
ACAT2	ACAT2	2189.11298322393	-0.0990060031651013	0.163481532200003	-0.605609709138139	0.544773953520342	0.912699587555818	ENSG00000120437	protein_coding	chr6	159760328	159779055	chr6:159760328	ACAT2	protein_coding	chr6	159762045	159779112	chr6:159762045	ENSG00000120437
ACBD3	ACBD3	6936.30414145639	-0.0393229441211832	0.0537177649362163	-0.732028671853245	0.464151067752828	0.886068181959144	ENSG00000182827	protein_coding	chr1	226144679	226186730	chr1:226144679	ACBD3	protein_coding	chr1	226144679	226186741	chr1:226144679	ENSG00000182827
ACBD4	ACBD4	207.804829949469	0.150922074385829	0.14195031924487	1.06320348688672	0.287689681476457	0.809851510414198	ENSG00000181513	protein_coding	chr17	45132600	45144181	chr17:45132600	ACBD4	protein_coding	chr17	45132600	45144181	chr17:45132600	ENSG00000181513
ACBD5	ACBD5	2843.100952716	0.0355411795692819	0.0453049335093813	0.784488063798225	0.432753783046384	0.878074748709472	ENSG00000107897	protein_coding	chr10	27195214	27242130	chr10:27195214	ACBD5	protein_coding	chr10	27168135	27243046	chr10:27168135	ENSG00000107897
ACBD6	ACBD6	1797.44492876109	-0.0865133371384938	0.0554778376287161	-1.55942157871188	0.118896632260092	0.66338838796333	ENSG00000230124	protein_coding	chr1	180269653	180502954	chr1:180269653	ACBD6	protein_coding	chr1	180269653	180502954	chr1:180269653	ENSG00000230124
ACBD7	ACBD7	49.4874734194255	0.120284311273017	0.170988969891033	0.703462400818434	0.481767630452125	0.891575605439818	ENSG00000176244	protein_coding	chr10	15077523	15088776	chr10:15077523	ACBD7	protein_coding	chr10	15075475	15088776	chr10:15075475	ENSG00000176244
ACCS	ACCS	186.120531848242	0.115784353761418	0.167096422226456	0.692919406763256	0.488360130017141	0.892675145412712	ENSG00000110455	protein_coding	chr11	44065925	44084222	chr11:44065925	ACCS	protein_coding	chr11	44065925	44084237	chr11:44065925	ENSG00000110455
ACD	ACD	762.623812194248	-0.0361364227951728	0.100808406771916	-0.358466361609437	0.719994337094471	0.958899544119181	ENSG00000102977	protein_coding	chr16	67657512	67660815	chr16:67657512	ACD	protein_coding	chr16	67657512	67660810	chr16:67657512	ENSG00000102977
ACE	ACE	617.932198281144	0.729193723652285	0.273718273486356	2.66403011521492	0.00772106501639475	0.273238528467855	ENSG00000159640	protein_coding	chr17	63477061	63498380	chr17:63477061	ACE	protein_coding	chr17	63477061	63498380	chr17:63477061	ENSG00000159640
ACER3	ACER3	1803.84340204629	0.177087389668021	0.0819554209988388	2.1607770115723	0.030712568672719	0.453152199648764	ENSG00000078124	protein_coding	chr11	76860867	77026797	chr11:76860867	ACER3	protein_coding	chr11	76860859	77026797	chr11:76860859	ENSG00000078124
ACIN1	ACIN1	7526.2980985279	-0.0354462531935384	0.0478496395204021	-0.740784121862085	0.458824344049525	0.883994090736004	ENSG00000100813	protein_coding	chr14	23058564	23095614	chr14:23058564	ACIN1	protein_coding	chr14	23058564	23095614	chr14:23058564	ENSG00000100813
ACKR3	ACKR3	1768.55205554184	0.511956213983707	0.395813826260832	1.29342680830543	0.195863483117612	0.746304449125788	ENSG00000144476	protein_coding	chr2	236567787	236582358	chr2:236567787	ACKR3	protein_coding	chr2	236567787	236582354	chr2:236567787	ENSG00000144476
ACKR4	ACKR4	2798.29500225553	0.371089835675813	0.378594648170316	0.980177182823973	0.32699866544367	0.833786263936395	ENSG00000129048	protein_coding	chr3	132597237	132618967	chr3:132597237	ACKR4	protein_coding	chr3	132597270	132618967	chr3:132597270	ENSG00000129048
ACLY	ACLY	22964.8310957376	-0.104274258489674	0.0627061529149658	-1.66290313856565	0.0963318260494344	0.629339808320582	ENSG00000131473	protein_coding	chr17	41866908	41930542	chr17:41866908	ACLY	protein_coding	chr17	41866917	41930542	chr17:41866917	ENSG00000131473
ACO1	ACO1	7365.94962566581	0.021410106160052	0.0715167550269574	0.2993718905728	0.764656307297745	0.967508234265255	ENSG00000122729	protein_coding	chr9	32384603	32454769	chr9:32384603	ACO1	protein_coding	chr9	32384603	32454769	chr9:32384603	ENSG00000122729
ACO2	ACO2	4852.23620474484	-0.0758652785936017	0.0553981657808868	-1.36945470168935	0.170857185222121	0.726130619431875	ENSG00000100412	protein_coding	chr22	41469125	41528989	chr22:41469125	ACO2	protein_coding	chr22	41447830	41529273	chr22:41447830	ENSG00000100412
ACOT1	ACOT1	294.675143788415	0.0593984009382494	0.20099340679616	0.295524126313701	0.76759352476617	0.967914658606939	ENSG00000184227	protein_coding	chr14	73537114	73543794	chr14:73537114	ACOT1	protein_coding	chr14	73537143	73543796	chr14:73537143	ENSG00000184227
ACOT11	ACOT11	386.257658347422	0.133627988359581	0.149377949920049	0.894563009005697	0.371020733302224	0.85488305680315	ENSG00000162390	protein_coding	chr1	54542257	54639192	chr1:54542257	ACOT11	protein_coding	chr1	54542257	54639192	chr1:54542257	ENSG00000162390
ACOT13	ACOT13	1092.47795593458	-0.144659298722414	0.0599558379988459	-2.41276418695372	0.0158320590212925	0.358442356319339	ENSG00000112304	protein_coding	chr6	24667035	24705065	chr6:24667035	ACOT13	protein_coding	chr6	24667035	24705065	chr6:24667035	ENSG00000112304
ACOT2	ACOT2	1438.82110480925	-0.132446886219718	0.0848234478540507	-1.56144190752078	0.118419520465916	0.663171397280478	ENSG00000119673	protein_coding	chr14	73567620	73575658	chr14:73567620	ACOT2	protein_coding	chr14	73567620	73575658	chr14:73567620	ENSG00000119673
ACOT7	ACOT7	2552.26368879904	0.153993121189651	0.166719798223406	0.923664272813595	0.355661138901385	0.848743694027106	ENSG00000097021	protein_coding	chr1	6264269	6394391	chr1:6264269	ACOT7	protein_coding	chr1	6264269	6393767	chr1:6264269	ENSG00000097021
ACOT8	ACOT8	686.273062748181	-0.0828546469933183	0.0625337907949553	-1.32495800974219	0.185185078762021	0.737766341684925	ENSG00000101473	protein_coding	chr20	45841721	45857406	chr20:45841721	ACOT8	protein_coding	chr20	45841721	45857405	chr20:45841721	ENSG00000101473
ACOT9	ACOT9	3261.04543156639	-0.0676743791058049	0.079279577436219	-0.853616798856546	0.393317347545224	0.864162338810156	ENSG00000123130	protein_coding	chrX	23702253	23766475	chrX:23702253	ACOT9	protein_coding	chrX	23701055	23766475	chrX:23701055	ENSG00000123130
ACOX1	ACOX1	3231.99835679531	-0.0160738506842753	0.0491901751897393	-0.32676953522272	0.743842202976986	0.963608868528502	ENSG00000161533	protein_coding	chr17	75941507	75979363	chr17:75941507	ACOX1	protein_coding	chr17	75941507	75979177	chr17:75941507	ENSG00000161533
ACOX2	ACOX2	632.693058533559	0.277583870367074	0.138247152883502	2.00788128057139	0.0446559088423102	0.50811775999041	ENSG00000168306	protein_coding	chr3	58505136	58537319	chr3:58505136	ACOX2	protein_coding	chr3	58505136	58537283	chr3:58505136	ENSG00000168306
ACOX3	ACOX3	1234.31553886331	-0.199763100677574	0.0595912198303493	-3.35222372098241	0.000801652093208237	0.0929728989027867	ENSG00000087008	protein_coding	chr4	8366282	8440723	chr4:8366282	ACOX3	protein_coding	chr4	8366282	8440723	chr4:8366282	ENSG00000087008
ACP1	ACP1	4541.18764023505	-0.0411198005647227	0.034823378715415	-1.1808101936565	0.237678133653932	0.777505485412514	ENSG00000143727	protein_coding	chr2	264140	278283	chr2:264140	ACP1	protein_coding	chr2	264140	278283	chr2:264140	ENSG00000143727
ACP2	ACP2	2054.79000683073	-0.0620336502823048	0.0614601157306314	-1.00933181698172	0.312815526015556	0.826293848539426	ENSG00000134575	protein_coding	chr11	47239302	47248906	chr11:47239302	ACP2	protein_coding	chr11	47239302	47248906	chr11:47239302	ENSG00000134575
ACP5	ACP5	142.800459174761	0.0687033434676435	0.186275175925741	0.368827156523703	0.712256561569231	0.957039513979895	ENSG00000102575	protein_coding	chr19	11574660	11579008	chr19:11574660	ACP5	protein_coding	chr19	11574653	11579993	chr19:11574653	ENSG00000102575
ACP6	ACP6	280.206968683546	-0.160369700176424	0.105407744800547	-1.52142236303297	0.128153880448036	0.674060419458551	ENSG00000162836	protein_coding	chr1	147629652	147670496	chr1:147629652	ACP6	protein_coding	chr1	147629652	147670524	chr1:147629652	ENSG00000162836
