Row.names	SRR5931679	SRR5931680	SRR5931681	median_TPM	gene_id.84	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
AC083884.8	2.882502	3.240456	2.376978	2.882502	ENSG00000232729	processed_transcript	chr7	74688939	74729001	chr7:74688939	GTF2I-AS1	lncRNA	chr7	74688864	74729001	chr7:74688864	ENSG00000232729
AC084219.4	2.73109	2.89696	3.08106	2.89696	ENSG00000186019	antisense	chr19	44105463	44113145	chr19:44105463	ZNF225-AS1	lncRNA	chr19	44103007	44113183	chr19:44103007	ENSG00000186019
AC087294.2	1.294525	1.496416	1.362096	1.362096	ENSG00000235530	antisense	chr17	21214331	21230035	chr17:21214331	TMEM11-DT	lncRNA	chr17	21214322	21230035	chr17:21214322	ENSG00000235530
AC090587.5	1.35124	1.36223	0.811602	1.35124	ENSG00000228661	antisense	chr11	3854318	3855509	chr11:3854318	STIM1-AS1	lncRNA	chr11	3854318	3855509	chr11:3854318	ENSG00000228661
AC091729.9	8.83818	7.49203	9.93166	8.83818	ENSG00000229043	antisense	chr7	1160374	1165267	chr7:1160374	ZFAND2A-DT	lncRNA	chr7	1160374	1165607	chr7:1160374	ENSG00000229043
AC092159.2	1.61599	1.82582	1.84329	1.82582	ENSG00000233296	antisense	chr2	677186	697371	chr2:677186	TMEM18-DT	lncRNA	chr2	677186	697382	chr2:677186	ENSG00000233296
AC092415.1	1.952455	3.444266	2.93534	2.93534	ENSG00000235493	lincRNA	chr3	27997210	28028604	chr3:27997210	LINC01967	lncRNA	chr3	27916774	28059268	chr3:27916774	ENSG00000235493
AC092669.3	8.96303	11.8807	11.985	11.8807	ENSG00000232164	lincRNA	chr2	66383306	66392450	chr2:66383306	LINC01873	lncRNA	chr2	66383306	66392450	chr2:66383306	ENSG00000232164
AC093375.1	2.668214	3.292137	2.927071	2.927071	ENSG00000226383	lincRNA	chr2	156011617	156024613	chr2:156011617	LINC01876	lncRNA	chr2	156011530	156254950	chr2:156011530	ENSG00000226383
AC093388.3	1.83935	1.44862	1.46153	1.46153	ENSG00000233654	antisense	chr2	190534855	190568102	chr2:190534855	NEMP2-DT	lncRNA	chr2	190534855	190569776	chr2:190534855	ENSG00000233654
AC093495.4	3.2265353	2.8513642	4.797564	3.2265353	ENSG00000228242	antisense	chr3	14144637	14165978	chr3:14144637	XPC-AS1	lncRNA	chr3	14144637	14165978	chr3:14144637	ENSG00000228242
AC093627.9	5.56596	6.10353	4.9746	5.56596	ENSG00000242474	lincRNA	chr7	135853	149466	chr7:135853	LINC03015	lncRNA	chr7	135853	149527	chr7:135853	ENSG00000242474
AC093642.3	5.3666	4.35055	4.75158	4.75158	ENSG00000237940	lincRNA	chr2	241970683	241977276	chr2:241970683	LINC01238	lncRNA	chr2	241970683	241977276	chr2:241970683	ENSG00000237940
AC093673.5	2.94398	2.96544	2.77311	2.94398	ENSG00000232533	antisense	chr7	143379692	143380495	chr7:143379692	FAM131B-AS2	lncRNA	chr7	143379683	143381036	chr7:143379683	ENSG00000232533
AC093818.1	1.3601989	1.485596	2.067692	1.485596	ENSG00000225205	antisense	chr2	172480840	172556596	chr2:172480840	PDK1-AS1	lncRNA	chr2	172480840	172556596	chr2:172480840	ENSG00000225205
AC097461.4	1.97413	4.33201	3.05065	3.05065	ENSG00000234193	antisense	chr2	222917387	222919363	chr2:222917387	ACSL3-AS1	lncRNA	chr2	222917387	222919363	chr2:222917387	ENSG00000234193
AC097467.2	1.350229	1.3093065	1.482455	1.350229	ENSG00000250910	antisense	chr4	155173716	155381694	chr4:155173716	MAP9-AS1	lncRNA	chr4	155173716	155381694	chr4:155173716	ENSG00000250910
AC097721.2	2.290207	1.21783	1.081525	1.21783	ENSG00000228043	lincRNA	chr2	138418284	138501698	chr2:138418284	SPOPL-DT	lncRNA	chr2	138418284	138501698	chr2:138418284	ENSG00000228043
AC097724.3	3.968654	3.069997	3.637886	3.637886	ENSG00000226833	antisense	chr2	28708953	28736205	chr2:28708953	PPP1CB-DT	lncRNA	chr2	28707511	28751722	chr2:28707511	ENSG00000226833
AC098820.2	1.14904	1.17086	0.889347	1.14904	ENSG00000235042	antisense	chr2	216385288	216412696	chr2:216385288	SMARCAL1-AS1	lncRNA	chr2	216385288	216412696	chr2:216385288	ENSG00000235042
AC098820.3	3.98191	4.29902	4.99943	4.29902	ENSG00000232485	processed_transcript	chr2	216479030	216498761	chr2:216479030	RPL37A-DT	lncRNA	chr2	216479030	216498770	chr2:216479030	ENSG00000232485
AC104667.3	3.301	4.04715	4.08766	4.04715	ENSG00000234949	antisense	chr2	237591020	237595981	chr2:237591020	RAB17-DT	lncRNA	chr2	237591020	237595981	chr2:237591020	ENSG00000234949
AC104809.4	6.03379	5.92914	6.23232	6.03379	ENSG00000233392	processed_transcript	chr2	240954617	240967451	chr2:240954617	UICLM	lncRNA	chr2	240954617	240967451	chr2:240954617	ENSG00000233392
AC105760.2	1.21754	1.38375	1.54782	1.38375	ENSG00000227252	antisense	chr2	237059434	237085817	chr2:237059434	COPS8-DT	lncRNA	chr2	236910797	237085838	chr2:236910797	ENSG00000227252
AC109333.10	2.14158	2.07992	2.03191	2.07992	ENSG00000227495	antisense	chr17	5019214	5020093	chr17:5019214	KIF1C-AS1	lncRNA	chr17	5019214	5020093	chr17:5019214	ENSG00000227495
AC116614.1	1.6472	3.27536	3.87414	3.27536	ENSG00000235688	antisense	chr2	949627	950274	chr2:949627	SNTG2-AS1	lncRNA	chr2	949257	951502	chr2:949257	ENSG00000235688
AC131097.4	1.20509	1.00853	1.31869	1.20509	ENSG00000216921	lincRNA	chr2	241893985	241902551	chr2:241893985	FAM240C	protein_coding	chr2	241893988	241902551	chr2:241893988	ENSG00000216921
AC137934.1	10.5005996	11.31539	10.649923	10.649923	ENSG00000260923	lincRNA	chr16	90185997	90222678	chr16:90185997	LINC02193	lncRNA	chr16	90173217	90222851	chr16:90173217	ENSG00000260923
AC144652.1	3.45154	3.85484	3.60732	3.60732	ENSG00000273117	lincRNA	chr7	155295918	155297541	chr7:155295918	INSIG1-DT	lncRNA	chr7	155295918	155297541	chr7:155295918	ENSG00000273117
AC156455.1	1.421595	1.30934	1.511882	1.421595	ENSG00000256546	processed_transcript	chr12	122063306	122068616	chr12:122063306	LINC02985	lncRNA	chr12	122063306	122068616	chr12:122063306	ENSG00000256546
AC159540.1	10.701449	10.261493	11.579373	10.701449	ENSG00000230606	lincRNA	chr2	97416165	97433527	chr2:97416165	LINC02969	lncRNA	chr2	97416165	97433527	chr2:97416165	ENSG00000230606
ACAA1	44.766988	44.835909	49.362687	44.835909	ENSG00000060971	protein_coding	chr3	38103129	38137242	chr3:38103129	ACAA1	protein_coding	chr3	38103129	38137242	chr3:38103129	ENSG00000060971
ACAA2	2.33157	2.031874	2.634812	2.33157	ENSG00000167315	protein_coding	chr18	49782167	49813960	chr18:49782167	ACAA2	protein_coding	chr18	49782164	49813953	chr18:49782164	ENSG00000167315
ACACA	84.9993	93.15031	95.23427	93.15031	ENSG00000278540	protein_coding	chr17	37084988	37406818	chr17:37084988	ACACA	protein_coding	chr17	37084992	37406836	chr17:37084992	ENSG00000278540
ACACB	1.60770643309	1.568519	1.625539183835	1.60770643309	ENSG00000076555	protein_coding	chr12	109116595	109268226	chr12:109116595	ACACB	protein_coding	chr12	109116587	109268226	chr12:109116587	ENSG00000076555
ACAD10	5.17044	5.60909	5.19962	5.19962	ENSG00000111271	protein_coding	chr12	111686056	111757107	chr12:111686056	ACAD10	protein_coding	chr12	111686053	111757107	chr12:111686053	ENSG00000111271
ACAD11	3.71914	4.4261	4.26742	4.26742	ENSG00000240303	protein_coding	chr3	132558138	132660723	chr3:132558138	ACAD11	protein_coding	chr3	132558138	132660082	chr3:132558138	ENSG00000240303
ACAD8	16.62165	15.59719	17.119315	16.62165	ENSG00000151498	protein_coding	chr11	134253495	134265855	chr11:134253495	ACAD8	protein_coding	chr11	134253548	134265855	chr11:134253548	ENSG00000151498
ACAD9	39.5057	42.1315	44.4551	42.1315	ENSG00000177646	protein_coding	chr3	128879596	128916067	chr3:128879596	ACAD9	protein_coding	chr3	128879596	128924003	chr3:128879596	ENSG00000177646
ACADL	22.7588	25.9199	24.198	24.198	ENSG00000115361	protein_coding	chr2	210187939	210225491	chr2:210187939	ACADL	protein_coding	chr2	210187126	210225447	chr2:210187126	ENSG00000115361
ACADM	57.17414	65.01047	66.03378	65.01047	ENSG00000117054	protein_coding	chr1	75724347	75787575	chr1:75724347	ACADM	protein_coding	chr1	75724431	75787575	chr1:75724431	ENSG00000117054
ACADS	8.485463	8.803645	9.679015	8.803645	ENSG00000122971	protein_coding	chr12	120725735	120740008	chr12:120725735	ACADS	protein_coding	chr12	120725774	120740008	chr12:120725774	ENSG00000122971
ACADSB	21.184671	25.72921	24.87276	24.87276	ENSG00000196177	protein_coding	chr10	123008979	123058311	chr10:123008979	ACADSB	protein_coding	chr10	123008979	123058290	chr10:123008979	ENSG00000196177
ACADVL	142.4072	143.02073	145.2497	143.02073	ENSG00000072778	protein_coding	chr17	7217125	7225273	chr17:7217125	ACADVL	protein_coding	chr17	7217125	7225266	chr17:7217125	ENSG00000072778
ACAP1	6.758203	4.143709	5.067842	5.067842	ENSG00000072818	protein_coding	chr17	7336529	7351478	chr17:7336529	ACAP1	protein_coding	chr17	7336529	7351477	chr17:7336529	ENSG00000072818
ACAP2	33.1484	38.2664	38.5297	38.2664	ENSG00000114331	protein_coding	chr3	195274736	195443078	chr3:195274736	ACAP2	protein_coding	chr3	195274745	195443044	chr3:195274745	ENSG00000114331
ACAP2-IT1	5.64435	4.72792	6.35703	5.64435	ENSG00000229325	sense_intronic	chr3	195280723	195282741	chr3:195280723	ACAP2-IT1	lncRNA	chr3	195280723	195282741	chr3:195280723	ENSG00000229325
ACAP3	25.62271	26.37271	26.95945	26.37271	ENSG00000131584	protein_coding	chr1	1292376	1309609	chr1:1292376	ACAP3	protein_coding	chr1	1292390	1309609	chr1:1292390	ENSG00000131584
ACAT1	128.460415	142.7404	144.27201	142.7404	ENSG00000075239	protein_coding	chr11	108121516	108147776	chr11:108121516	ACAT1	protein_coding	chr11	108116695	108147603	chr11:108116695	ENSG00000075239
ACAT2	15.3926	16.8641	17.0168	16.8641	ENSG00000120437	protein_coding	chr6	159760328	159779055	chr6:159760328	ACAT2	protein_coding	chr6	159762045	159779112	chr6:159762045	ENSG00000120437
ACBD3	36.8292	41.9508	42.5719	41.9508	ENSG00000182827	protein_coding	chr1	226144679	226186730	chr1:226144679	ACBD3	protein_coding	chr1	226144679	226186741	chr1:226144679	ENSG00000182827
ACBD4	5.753762	5.72797	6.276277	5.753762	ENSG00000181513	protein_coding	chr17	45132600	45144181	chr17:45132600	ACBD4	protein_coding	chr17	45132600	45144181	chr17:45132600	ENSG00000181513
ACBD5	22.08128	24.818105	24.95312	24.818105	ENSG00000107897	protein_coding	chr10	27195214	27242130	chr10:27195214	ACBD5	protein_coding	chr10	27168135	27243046	chr10:27168135	ENSG00000107897
ACBD6	19.5981	22.3414	22.0621	22.0621	ENSG00000230124	protein_coding	chr1	180269653	180502954	chr1:180269653	ACBD6	protein_coding	chr1	180269653	180502954	chr1:180269653	ENSG00000230124
ACBD7	12.1068	12.8322	13.3594	12.8322	ENSG00000176244	protein_coding	chr10	15077523	15088776	chr10:15077523	ACBD7	protein_coding	chr10	15075475	15088776	chr10:15075475	ENSG00000176244
ACD	8.60277	9.035291	9.28259	9.035291	ENSG00000102977	protein_coding	chr16	67657512	67660815	chr16:67657512	ACD	protein_coding	chr16	67657512	67660810	chr16:67657512	ENSG00000102977
ACER2	5.68564	5.52258	5.68045	5.68045	ENSG00000177076	protein_coding	chr9	19409059	19452020	chr9:19409059	ACER2	protein_coding	chr9	19409009	19452505	chr9:19409009	ENSG00000177076
ACER3	13.8609	17.621412	19.02937	17.621412	ENSG00000078124	protein_coding	chr11	76860867	77026797	chr11:76860867	ACER3	protein_coding	chr11	76860859	77026797	chr11:76860859	ENSG00000078124
ACIN1	56.12475	61.73875	61.85971	61.73875	ENSG00000100813	protein_coding	chr14	23058564	23095614	chr14:23058564	ACIN1	protein_coding	chr14	23058564	23095614	chr14:23058564	ENSG00000100813
ACLY	144.824491	153.482465	154.31832	153.482465	ENSG00000131473	protein_coding	chr17	41866908	41930542	chr17:41866908	ACLY	protein_coding	chr17	41866917	41930542	chr17:41866917	ENSG00000131473
ACO1	13.404174	14.672065	14.238542	14.238542	ENSG00000122729	protein_coding	chr9	32384603	32454769	chr9:32384603	ACO1	protein_coding	chr9	32384603	32454769	chr9:32384603	ENSG00000122729
ACO2	81.70258	87.00115	87.11547	87.00115	ENSG00000100412	protein_coding	chr22	41469125	41528989	chr22:41469125	ACO2	protein_coding	chr22	41447830	41529273	chr22:41447830	ENSG00000100412
ACOT1	4.38712	3.53234	3.379024	3.53234	ENSG00000184227	protein_coding	chr14	73537114	73543794	chr14:73537114	ACOT1	protein_coding	chr14	73537143	73543796	chr14:73537143	ENSG00000184227
ACOT11	3.37149	3.3243	3.33606	3.33606	ENSG00000162390	protein_coding	chr1	54542257	54639192	chr1:54542257	ACOT11	protein_coding	chr1	54542257	54639192	chr1:54542257	ENSG00000162390
ACOT13	11.74717	12.45746	13.08712	12.45746	ENSG00000112304	protein_coding	chr6	24667035	24705065	chr6:24667035	ACOT13	protein_coding	chr6	24667035	24705065	chr6:24667035	ENSG00000112304
ACOT2	23.28768	24.18016	25.51083	24.18016	ENSG00000119673	protein_coding	chr14	73567620	73575658	chr14:73567620	ACOT2	protein_coding	chr14	73567620	73575658	chr14:73567620	ENSG00000119673
ACOT7	30.35583245595	32.7236979	32.99008	32.7236979	ENSG00000097021	protein_coding	chr1	6264269	6394391	chr1:6264269	ACOT7	protein_coding	chr1	6264269	6393767	chr1:6264269	ENSG00000097021
ACOT8	13.1706	13.3185	14.6067	13.3185	ENSG00000101473	protein_coding	chr20	45841721	45857406	chr20:45841721	ACOT8	protein_coding	chr20	45841721	45857405	chr20:45841721	ENSG00000101473
ACOT9	29.491652	30.75114	31.841017	30.75114	ENSG00000123130	protein_coding	chrX	23702253	23766475	chrX:23702253	ACOT9	protein_coding	chrX	23701055	23766475	chrX:23701055	ENSG00000123130
ACOX1	19.76926	22.0905	21.895	21.895	ENSG00000161533	protein_coding	chr17	75941507	75979363	chr17:75941507	ACOX1	protein_coding	chr17	75941507	75979177	chr17:75941507	ENSG00000161533
ACOX3	4.788697	6.20738	6.80602	6.20738	ENSG00000087008	protein_coding	chr4	8366282	8440723	chr4:8366282	ACOX3	protein_coding	chr4	8366282	8440723	chr4:8366282	ENSG00000087008
ACOXL	1.588438	1.601952	1.534858	1.588438	ENSG00000153093	protein_coding	chr2	110732573	111118222	chr2:110732573	ACOXL	protein_coding	chr2	110732539	111120610	chr2:110732539	ENSG00000153093
ACP1	70.242004	79.716433	78.60741	78.60741	ENSG00000143727	protein_coding	chr2	264140	278283	chr2:264140	ACP1	protein_coding	chr2	264140	278283	chr2:264140	ENSG00000143727
ACP2	28.498473	31.103916	30.7257190005123	30.7257190005123	ENSG00000134575	protein_coding	chr11	47239302	47248906	chr11:47239302	ACP2	protein_coding	chr11	47239302	47248906	chr11:47239302	ENSG00000134575
ACP6	4.963471	5.32535	4.976895	4.976895	ENSG00000162836	protein_coding	chr1	147629652	147670496	chr1:147629652	ACP6	protein_coding	chr1	147629652	147670524	chr1:147629652	ENSG00000162836
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACPP	2.586686	2.842663	3.258214	2.842663	ENSG00000014257	protein_coding	chr3	132317367	132368298	chr3:132317367	ACP3	protein_coding	chr3	132317369	132368298	chr3:132317369	ENSG00000014257
ACPT	1.7297	1.3431	1.55546	1.55546	ENSG00000142513	protein_coding	chr19	50790415	50795224	chr19:50790415	ACP4	protein_coding	chr19	50790415	50795219	chr19:50790415	ENSG00000142513
ACRC	2.042415	2.195712	2.569106	2.195712	ENSG00000147174	protein_coding	chrX	71578411	71613583	chrX:71578411	GCNA	protein_coding	chrX	71578437	71613583	chrX:71578437	ENSG00000147174
ACRV1	1.588757	1.5850384	1.04269038	1.5850384	ENSG00000134940	protein_coding	chr11	125671522	125681123	chr11:125671522	ACRV1	protein_coding	chr11	125671522	125680874	chr11:125671522	ENSG00000134940
ACSF2	1.137009	1.473211	1.5525	1.473211	ENSG00000167107	protein_coding	chr17	50426158	50474845	chr17:50426158	ACSF2	protein_coding	chr17	50426158	50474845	chr17:50426158	ENSG00000167107
ACSF3	9.462243	10.927359	10.357245	10.357245	ENSG00000176715	protein_coding	chr16	89088375	89155846	chr16:89088375	ACSF3	protein_coding	chr16	89088375	89164121	chr16:89088375	ENSG00000176715
ACSL1	79.976843	82.0502517	81.027003	81.027003	ENSG00000151726	protein_coding	chr4	184755595	184826818	chr4:184755595	ACSL1	protein_coding	chr4	184755595	184826818	chr4:184755595	ENSG00000151726
ACSL3	297.9463	338.7024	334.1371	334.1371	ENSG00000123983	protein_coding	chr2	222860934	222944639	chr2:222860934	ACSL3	protein_coding	chr2	222860942	222944639	chr2:222860942	ENSG00000123983
ACSL4	2.187934	2.61475	2.61486	2.61475	ENSG00000068366	protein_coding	chrX	109624244	109733403	chrX:109624244	ACSL4	protein_coding	chrX	109624244	109733403	chrX:109624244	ENSG00000068366
ACSM3	13.35865	13.77177	14.89743	13.77177	ENSG00000005187	protein_coding	chr16	20610243	20797581	chr16:20610243	ACSM3	protein_coding	chr16	20610243	20797581	chr16:20610243	ENSG00000005187
ACSS1	7.332255	7.5396	7.5042595	7.5042595	ENSG00000154930	protein_coding	chr20	25006230	25058980	chr20:25006230	ACSS1	protein_coding	chr20	25006230	25058980	chr20:25006230	ENSG00000154930
ACSS2	12.5425	12.670625	12.97295	12.670625	ENSG00000131069	protein_coding	chr20	34872146	34927962	chr20:34872146	ACSS2	protein_coding	chr20	34872146	34927962	chr20:34872146	ENSG00000131069
ACTA2	1.596834	2.151776	2.252308	2.151776	ENSG00000107796	protein_coding	chr10	88935074	88991390	chr10:88935074	ACTA2	protein_coding	chr10	88935074	88991339	chr10:88935074	ENSG00000107796
ACTB	1436.82	1537.68	1587.89	1537.68	ENSG00000075624	protein_coding	chr7	5527151	5563784	chr7:5527151	ACTB	protein_coding	chr7	5526409	5563902	chr7:5526409	ENSG00000075624
ACTG1	590.962669	582.77765	604.8714	590.962669	ENSG00000184009	protein_coding	chr17	81509971	81523847	chr17:81509971	ACTG1	protein_coding	chr17	81509413	81523847	chr17:81509413	ENSG00000184009
ACTL10	4.78522	4.82431	5.65257	4.82431	ENSG00000182584	protein_coding	chr20	33666498	33668525	chr20:33666498	ACTL10	protein_coding	chr20	33666943	33668525	chr20:33666943	ENSG00000288649
ACTL6A	97.312071	102.489438	102.69081	102.489438	ENSG00000136518	protein_coding	chr3	179562880	179588408	chr3:179562880	ACTL6A	protein_coding	chr3	179562886	179588407	chr3:179562886	ENSG00000136518
ACTN1	52.082633	55.975998201	57.9296702	55.975998201	ENSG00000072110	protein_coding	chr14	68874143	68979440	chr14:68874143	ACTN1	protein_coding	chr14	68874128	68979440	chr14:68874128	ENSG00000072110
ACTN4	68.1054	75.9910000150209	78.9934	75.9910000150209	ENSG00000130402	protein_coding	chr19	38647649	38731583	chr19:38647649	ACTN4	protein_coding	chr19	38647649	38731589	chr19:38647649	ENSG00000130402
ACTR10	33.2203	35.0455	34.9226	34.9226	ENSG00000131966	protein_coding	chr14	58200080	58235636	chr14:58200080	ACTR10	protein_coding	chr14	58200080	58235636	chr14:58200080	ENSG00000131966
ACTR1A	43.439948	47.403745	49.197527	47.403745	ENSG00000138107	protein_coding	chr10	102479229	102502711	chr10:102479229	ACTR1A	protein_coding	chr10	102461881	102502712	chr10:102461881	ENSG00000138107
ACTR1B	27.0525	25.3499	27.148	27.0525	ENSG00000115073	protein_coding	chr2	97655963	97664107	chr2:97655963	ACTR1B	protein_coding	chr2	97655939	97664044	chr2:97655939	ENSG00000115073
ACTR2	80.245081	87.972538	87.851794	87.851794	ENSG00000138071	protein_coding	chr2	65227753	65271253	chr2:65227753	ACTR2	protein_coding	chr2	65227788	65271253	chr2:65227788	ENSG00000138071
ACTR3	218.1879	237.9528	249.7135	237.9528	ENSG00000115091	protein_coding	chr2	113889960	113962596	chr2:113889960	ACTR3	protein_coding	chr2	113890063	113962596	chr2:113890063	ENSG00000115091
ACTR3B	14.10485	15.79046	14.677341	14.677341	ENSG00000133627	protein_coding	chr7	152759749	152855378	chr7:152759749	ACTR3B	protein_coding	chr7	152759749	152855378	chr7:152759749	ENSG00000133627
ACTR3C	3.486887	4.195147	5.221525	4.195147	ENSG00000106526	protein_coding	chr7	150243916	150323725	chr7:150243916	ACTR3C	protein_coding	chr7	150243916	150323725	chr7:150243916	ENSG00000106526
ACTR5	7.24802	7.59541	8.78066	7.59541	ENSG00000101442	protein_coding	chr20	38748442	38772520	chr20:38748442	ACTR5	protein_coding	chr20	38748460	38772520	chr20:38748460	ENSG00000101442
ACTR6	22.77435	24.75095	23.95332	23.95332	ENSG00000075089	protein_coding	chr12	100199122	100241865	chr12:100199122	ACTR6	protein_coding	chr12	100199122	100241865	chr12:100199122	ENSG00000075089
ACTR8	11.25238	12.52264	12.4142	12.4142	ENSG00000113812	protein_coding	chr3	53867066	53882202	chr3:53867066	ACTR8	protein_coding	chr3	53867066	53882152	chr3:53867066	ENSG00000113812
ACTRT3	1.85436	1.82045	2.40787	1.85436	ENSG00000184378	protein_coding	chr3	169766921	169769895	chr3:169766921	ACTRT3	protein_coding	chr3	169766921	169769561	chr3:169766921	ENSG00000184378
ACVR1	5.297051	6.092842	6.657193	6.092842	ENSG00000115170	protein_coding	chr2	157736444	157875862	chr2:157736444	ACVR1	protein_coding	chr2	157736251	157876330	chr2:157736251	ENSG00000115170
ACVR1B	11.164312	11.8788831	12.797271	11.8788831	ENSG00000135503	protein_coding	chr12	51951667	51997078	chr12:51951667	ACVR1B	protein_coding	chr12	51951699	51997078	chr12:51951699	ENSG00000135503
ACVR2A	6.017756	6.2139626	6.579413	6.2139626	ENSG00000121989	protein_coding	chr2	147844517	147930826	chr2:147844517	ACVR2A	protein_coding	chr2	147844517	147930826	chr2:147844517	ENSG00000121989
ACVR2B	1.3214	1.48186	1.46426	1.46426	ENSG00000114739	protein_coding	chr3	38453851	38493142	chr3:38453851	ACVR2B	protein_coding	chr3	38453890	38493142	chr3:38453890	ENSG00000114739
