Gene	gene_id.107	gene_type.107	chr	start	stop	gene_name.84	gene_id.84	gene_type.84	Balaton.consensus.calls	Carrel_hybrids	Carrel_SNPs	Cotton_AI	Cotton_DNAm	Balaton_only_methylation_data	num_inf_females	pct_females_escape	Cotton_XCI_status	Cotton_AR	Cotton_AR_SD	Cotton_p.val	Cotton_p.adj	Cotton_myCall	total_count	Tuk_Skew_AR	Tuk_skew_padj	Y014	Y035	Y117	Tuk_SC_inf_samples	Tuk_SC_sig_samples	Tuk_SC_pct_sig	Tuk_AR	Tuk_myCall	Garieri_XCI_status	num_inf_samples	num_sig_samples	pct_sig_samples	Garieri_AR	Garieri_myCall	Sauteraud_AR	Sauteraud_XCI.status	Sauteraud_AR_p.adj	Sauteraud_myCall	SanRoman_LCL_AR	SanRoman_LCL_padj	SanRoman_LCL_myCall	SanRoman_fib_AR	SanRoman_fib_padj	SanRoman_fib_myCall	Avg_AR	num_studies_XCI_calls	num_studies_Esc	pct_studies_Esc	num_studies_Subject	pct_studies_Subject	Final_XCI_Call	Diff_from_Balaton
ASB9	ENSG00000102048	protein_coding	chrX	15235288	15270467	ASB9	ENSG00000102048	protein_coding	S	NA	NA	S	NA	FALSE	27	0.185185185185185	subject	0.112	0.144569466932789	0.0629341818644166	0.225550078528187	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.112	1	0	0	1	1	Subject	FALSE
ASMT	ENSG00000196433	protein_coding	chrX	1615059	1643081	ASMT	ENSG00000196433	protein_coding	PAR	NA	NA	E	NA	FALSE	10	1	escape	0.59121	0.162932859041863	1.8136564372497e-06	2.89487469791779e-05	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59121	1	1	1	0	0	Escape	FALSE
ASMTL	ENSG00000169093	protein_coding	chrX	1403139	1453762	ASMTL	ENSG00000169093	protein_coding	PAR	1	NA	E	NA	FALSE	18	1	escape	0.654266666666667	0.153370362962647	6.80591372037874e-13	2.17265707227475e-11	Escape	230	0.854838709677419	7.25286668239057e-103	0.36986301369863	0.910714285714286	0.886904761904762	3	3	1	0.755580192748774	Escape	inactivated gene	4	4	1	0.619120420174023	Escape	0.681059612642366	E	3.0460632586468e-41	Escape	0.779791077559809	4.26326160646959e-10	Escape	0.751406422799199	0.0259946897434522	Escape	0.706870732098473	6	6	1	0	0	Escape	FALSE
ASMTL-AS1	ENSG00000236017	lncRNA	chrX	1401769	1414028	ASMTL-AS1	ENSG00000236017	antisense	PAR	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.559933633592192	0.0150909795713945	Escape	NA	NA	NA	0.559933633592192	1	1	1	0	0	Escape	FALSE
ATG4A	ENSG00000101844	protein_coding	chrX	108091668	108154671	ATG4A	ENSG00000101844	protein_coding	Mostly S	0.11	NA	S	S or S+U and VE	FALSE	25	0.04	subject	0.035064	0.138101882318816	0.318544962704173	0.412998523878752	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.035064	1	0	0	1	1	Subject	FALSE
ATP11C	ENSG00000101974	protein_coding	chrX	139726346	139945276	ATP11C	ENSG00000101974	protein_coding	S	0.11	NA	S	NA	FALSE	31	0.032258064516129	subject	0.0171193548387097	0.0434897184734878	0.323813306717269	0.412998523878752	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	2	0	0	0.00430471412361133	Subject	0.0163549892978291	S	0.33388626311849	Subject	0	1	Subject	NA	NA	NA	0.00944476456503753	4	0	0	4	1	Subject	FALSE
ATP1B4	ENSG00000101892	protein_coding	chrX	120362085	120383249	ATP1B4	ENSG00000101892	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
ATP2B3	ENSG00000067842	protein_coding	chrX	153517642	153582939	ATP2B3	ENSG00000067842	protein_coding	Discordant	0	NA	VE	NA	FALSE	31	0.645161290322581	variable escape	0.279964516129032	0.227198111125345	0.000537254864834802	0.00557401922266107	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.279964516129032	1	1	1	0	0	Escape	FALSE
ATP6AP1	ENSG00000071553	protein_coding	chrX	154428633	154436516	ATP6AP1	ENSG00000071553	protein_coding	S	0	S	S	all F S	FALSE	11	0.0909090909090909	subject	0.0513545454545455	0.0658628630358014	0.253449430508725	0.398220556633354	Subject	164	0.0186335403726708	1	0	NA	0.004	2	0	0	0.00754451345755694	Subject	NA	NA	NA	NA	NA	NA	0.0175567629348907	S	0.0783930139034785	Subject	0.0611231210680152	0.206929924097361	Subject	NA	NA	NA	0.0343947357287521	4	0	0	4	1	Subject	FALSE
ATP6AP1-DT	ENSG00000197180	lncRNA	chrX	154424378	154428526	CH17-340M24.3	ENSG00000197180	lincRNA	S	NA	NA	NA	all F S or S+U	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	TRUE
ATP6AP2	ENSG00000182220	protein_coding	chrX	40579372	40606848	ATP6AP2	ENSG00000182220	protein_coding	Mostly S	0.11	NA	S	S or S+U and VE and U	FALSE	10	0	subject	0.02793	0.0494517958330242	0.345619883293794	0.420075569325101	Subject	245	0.00823045267489712	1	0.0655737704918033	0	0.0035056967572305	3	1	0.333333333333333	0.0193274799809827	Escape	inactivated gene	3	0	0	0.00208907672787717	Subject	0.00454113470782708	S	0.335050239543553	Subject	NA	NA	NA	NA	NA	NA	0.0134719228541717	4	1	0.25	3	0.75	Subject	FALSE
ATP7A	ENSG00000165240	protein_coding	chrX	77910690	78050395	ATP7A	ENSG00000165240	protein_coding	Mostly S	0.44	S	NA	all F S or S+U	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0606409831162261	S	0.145997548433373	Subject	0.0281708484072279	0.155398539909111	Subject	0.00360489391658978	0.211324865405187	Subject	0.0308055751466813	3	0	0	3	1	Subject	FALSE
ATRX	ENSG00000085224	protein_coding	chrX	77504880	77786233	ATRX	ENSG00000085224	protein_coding	S	0	S	NA	all F S or S+U	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	41	0	1	0	NA	NA	1	0	0	0	Subject	inactivated gene	2	0	0	0.00394425421333688	Subject	0.0198151157455669	S	0.317950416849567	Subject	NA	NA	NA	NA	NA	NA	0.00791978998630126	3	0	0	3	1	Subject	FALSE
ATXN3L	ENSG00000123594	protein_coding	chrX	13318647	13320053	ATXN3L	ENSG00000123594	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
AVPR2	ENSG00000126895	protein_coding	chrX	153902531	153907166	AVPR2	ENSG00000126895	protein_coding	Discordant	1	NA	S	NA	FALSE	16	0.0625	subject	0.03478125	0.0618235146067686	0.287897853600461	0.407723763354962	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03478125	1	0	0	1	1	Subject	TRUE
AWAT1	ENSG00000204195	protein_coding	chrX	70234655	70240659	AWAT1	ENSG00000204195	protein_coding	S	NA	NA	S	NA	FALSE	11	0.0909090909090909	subject	0.0162545454545455	0.0410644703761381	0.395106296297716	0.426574251174677	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0162545454545455	1	0	0	1	1	Subject	FALSE
AWAT2	ENSG00000147160	protein_coding	chrX	70040542	70049938	AWAT2	ENSG00000147160	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
BCAP31	ENSG00000185825	protein_coding	chrX	153700492	153724565	BCAP31	ENSG00000185825	protein_coding	Mostly S	NA	NA	S	S or S+U and VE and U	FALSE	12	0	subject	0.0183333333333333	0.0388074110385523	0.373580552483805	0.426574251174677	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0183333333333333	1	0	0	1	1	Subject	FALSE
BCLAF3	ENSG00000173681	protein_coding	chrX	19912860	19991061	CXorf23	ENSG00000173681	protein_coding	S	0.11	NA	S	NA	FALSE	22	0.0454545454545455	subject	0.0148181818181818	0.0390901112372016	0.362592224130293	0.422394403977943	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0148181818181818	1	0	0	1	1	Subject	FALSE
BCOR	ENSG00000183337	protein_coding	chrX	40049815	40177329	BCOR	ENSG00000183337	protein_coding	Mostly S	0.22	NA	S	E or E+U and VE	FALSE	46	0	subject	0.0141217391304348	0.0363566464230467	0.30772336819043	0.412998523878752	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0106988068324216	S	0.38664517887036	Subject	NA	NA	NA	NA	NA	NA	0.0124102729814282	2	0	0	2	1	Subject	FALSE
BCORL1	ENSG00000085185	protein_coding	chrX	129981107	130058071	BCORL1	ENSG00000085185	protein_coding	S	0	NA	S	NA	FALSE	34	0	subject	0.0178235294117647	0.0304295217383774	0.275661248776461	0.402629679283988	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0178235294117647	1	0	0	1	1	Subject	FALSE
BEND2	ENSG00000177324	protein_coding	chrX	18162931	18220886	BEND2	ENSG00000177324	protein_coding	VE	NA	NA	VE	NA	FALSE	20	0.7	variable escape	0.336525	0.126042686482753	1.12209603852572e-05	0.000160575812409715	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.336525	1	1	1	0	0	Escape	FALSE
BEX1	ENSG00000133169	protein_coding	chrX	103062651	103064171	BEX1	ENSG00000133169	protein_coding	S	0.22	S	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	Escape	TRUE
BEX2	ENSG00000133134	protein_coding	chrX	103309346	103311007	BEX2	ENSG00000133134	protein_coding	S	0	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.336019158000582	0.142543820828161	Subject	NA	NA	NA	0.336019158000582	1	0	0	1	1	Subject	FALSE
BEX3	ENSG00000166681	protein_coding	chrX	103376395	103378164	NGFRAP1	ENSG00000166681	protein_coding	S	0	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	Subject	FALSE
BEX4	ENSG00000102409	protein_coding	chrX	103215108	103217246	BEX4	ENSG00000102409	protein_coding	S	0	NA	NA	all F S	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	13	0	1	NA	NA	0	1	0	0	0	Subject	inactivated gene	2	0	0	0.00142555284674328	Subject	0.0104660788537	S	0.721067610157019	Subject	0.203901331756416	0.147676986813946	Subject	NA	NA	NA	0.0539482408642148	4	0	0	4	1	Subject	FALSE
BEX5	ENSG00000184515	protein_coding	chrX	102153708	102155977	BEX5	ENSG00000184515	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
BGN	ENSG00000182492	protein_coding	chrX	153494980	153509546	BGN	ENSG00000182492	protein_coding	S	0	S	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0377566311742728	0.201649994789621	Subject	0.0377566311742728	1	0	0	1	1	Subject	FALSE
BHLHB9	ENSG00000198908	protein_coding	chrX	102720688	102753540	BHLHB9	ENSG00000198908	protein_coding	S	0	NA	NA	all F S or S+U	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	Subject	FALSE
BMP15	ENSG00000130385	protein_coding	chrX	50910735	50916641	BMP15	ENSG00000130385	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
BMX	ENSG00000102010	protein_coding	chrX	15464246	15556529	BMX	ENSG00000102010	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
BRCC3	ENSG00000185515	protein_coding	chrX	155071420	155123077	BRCC3	ENSG00000185515	protein_coding	Mostly S	0.33	NA	S	NA	FALSE	31	0.032258064516129	subject	0.0405290322580645	0.112443310734931	0.250490796995727	0.398220556633354	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00871717685420085	S	0.905206388265916	Subject	0.026867729067023	0.168795953377862	Subject	0.00247524752475247	0.211324865405187	Subject	0.0196472964260102	4	0	0	4	1	Subject	FALSE
BRS3	ENSG00000102239	protein_coding	chrX	136487947	136493780	BRS3	ENSG00000102239	protein_coding	VE	0.56	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	Escape	FALSE
BRWD3	ENSG00000165288	protein_coding	chrX	80669503	80809877	BRWD3	ENSG00000165288	protein_coding	S	NA	NA	S	all F S	FALSE	28	0	subject	0.007325	0.024104611899278	0.401427902035659	0.429362317898966	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	2	0	0	0	Subject	NA	NA	NA	NA	0.157627375787088	0.145330540238299	Subject	NA	NA	NA	0.0549841252623627	3	0	0	3	1	Subject	FALSE
BTK	ENSG00000010671	protein_coding	chrX	101349338	101390796	BTK	ENSG00000010671	protein_coding	S	0.22	NA	S	all F S or S+U	FALSE	47	0.0212765957446809	subject	0.0233765957446808	0.0455799165001332	0.226428568435016	0.398220556633354	Subject	22	0	1	0.0078125	NA	0	2	0	0	0.00260416666666667	Subject	NA	NA	NA	NA	NA	NA	0.0287487489497186	S	0.100315310928028	Subject	0.0198792162878315	0.150075202169044	Subject	NA	NA	NA	0.0186521819122244	4	0	0	4	1	Subject	FALSE
C1GALT1C1	ENSG00000171155	protein_coding	chrX	120625674	120630054	C1GALT1C1	ENSG00000171155	protein_coding	S	0	NA	NA	all F S or S+U	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	3	0	0	0.00289724198721079	Subject	0.0214505961815944	S	0.0085869536694521	Escape	0.00823601722744004	0.162161384222675	Subject	0.000685641393605908	0.211324865405187	Subject	0.00831737419746278	4	1	0.25	3	0.75	Subject	FALSE
CA5B	ENSG00000169239	protein_coding	chrX	15688830	15788411	CA5B	ENSG00000169239	protein_coding	Mostly E	1	E	E	E or E+U and VE and U	FALSE	36	0.944444444444444	escape	0.336205555555556	0.124839984310074	5.67365768785683e-09	1.17728397023029e-07	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	escapee , robust set	2	2	1	0.156815469731429	Escape	NA	NA	NA	NA	0.358746532058577	0.00439696240411722	Escape	0.444452255233106	0.00253192120531245	Escape	0.324054953144667	4	4	1	0	0	Escape	FALSE
CACNA1F	ENSG00000102001	protein_coding	chrX	49205063	49233371	CACNA1F	ENSG00000102001	protein_coding	S	0	NA	S	NA	FALSE	32	0.09375	subject	0.05103125	0.0873008015981378	0.164280390732442	0.346454137346093	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05103125	1	0	0	1	1	Subject	FALSE
CAPN6	ENSG00000077274	protein_coding	chrX	111245099	111270483	CAPN6	ENSG00000077274	protein_coding	S	NA	NA	S	NA	FALSE	5	0	subject	0.00578	0.0129244729099488	0.454743414196295	0.462545384537898	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00578	1	0	0	1	1	Subject	FALSE
CASK	ENSG00000147044	protein_coding	chrX	41514934	41923554	CASK	ENSG00000147044	protein_coding	S	0	NA	S	all F S or S+U	FALSE	66	0.0454545454545455	subject	0.0342681818181818	0.0612894147193735	0.130394538672994	0.318316079701722	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	5	0	0	0.00474328779858828	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0195057348083851	2	0	0	2	1	Subject	FALSE
CASK-AS1	ENSG00000233033	lncRNA	chrX	41520036	41522336	CASK-AS1	ENSG00000233033	antisense	No call	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
CBLL2	ENSG00000175809	protein_coding	chrX	22272913	22274461	ZNF645	ENSG00000175809	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
CCDC120	ENSG00000147144	protein_coding	chrX	49053572	49069857	CCDC120	ENSG00000147144	protein_coding	S	0	NA	NA	too much U	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	Subject	FALSE
CCDC160	ENSG00000203952	protein_coding	chrX	134237047	134246842	CCDC160	ENSG00000203952	protein_coding	S	NA	NA	NA	all F S	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	TRUE
CCDC22	ENSG00000101997	protein_coding	chrX	49235470	49250520	CCDC22	ENSG00000101997	protein_coding	S	0	NA	S	all F S or S+U	FALSE	32	0.03125	subject	0.0288125	0.101208570177724	0.30421106814564	0.412998523878752	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0154877442034257	S	0.260884861670767	Subject	0	1	Subject	0.00841386204598468	0.211324865405187	Subject	0.0131785265623526	4	0	0	4	1	Subject	FALSE
CCNB3	ENSG00000147082	protein_coding	chrX	50202713	50351914	CCNB3	ENSG00000147082	protein_coding	Mostly S	0.22	NA	VE	NA	FALSE	22	0.318181818181818	variable escape	0.165122727272727	0.187085597755268	0.0366789404354994	0.161268092939653	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.165122727272727	1	0	0	1	1	Subject	FALSE
CCNQ	ENSG00000262919	protein_coding	chrX	153587925	153600045	FAM58A	ENSG00000262919	protein_coding	S	0	NA	S	NA	FALSE	20	0	subject	0.017065	0.0435213834314751	0.357248912047215	0.420075569325101	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.017065	1	0	0	1	1	Subject	FALSE
CD40LG	ENSG00000102245	protein_coding	chrX	136648158	136660390	CD40LG	ENSG00000102245	protein_coding	VE	0.44	NA	VE	NA	FALSE	16	0.3125	variable escape	0.10815625	0.145306223627896	0.128202089999835	0.314815783135689	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.10815625	1	0	0	1	1	Subject	TRUE
CD99	ENSG00000002586	protein_coding	chrX	2691187	2741309	CD99	ENSG00000002586	protein_coding	PAR	1	NA	E	NA	FALSE	38	1	escape	0.621792105263158	0.170363505452438	7.97761907032997e-21	5.51785319031156e-19	Escape	NA	NA	NA	0.638888888888889	NA	0.574074074074074	2	2	1	0.606481481481481	Escape	inactivated gene	5	4	0.8	0.533636266474577	Escape	NA	NA	NA	NA	0.458217220103173	0.00044125941855439	Escape	0.502579015779409	0.0744558869017209	Subject	0.54454121782036	5	4	0.8	1	0.2	Escape	FALSE
CD99L2	ENSG00000102181	protein_coding	chrX	150766336	150898816	CD99L2	ENSG00000102181	protein_coding	S	0.11	S	S	too much U	FALSE	50	0	subject	0.011314	0.0290901063902475	0.3195133274193	0.412998523878752	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	4	0	0	0.00547173528641276	Subject	0.0285753898134206	S	0.0643553952787504	Subject	0.023343644534844	0.150075202169044	Subject	0.00425522690569348	0.211324865405187	Subject	0.0145919993080742	5	0	0	5	1	Subject	FALSE
CDK16	ENSG00000102225	protein_coding	chrX	47217860	47229997	CDK16	ENSG00000102225	protein_coding	Mostly E	1	NA	VE	E or E+U and VE and U	FALSE	32	0.75	variable escape	0.240553125	0.123585587384914	5.42367119315493e-05	0.000682067740957363	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.190710800362966	E	0.000109138361243018	Escape	NA	NA	NA	NA	NA	NA	0.215631962681483	2	2	1	0	0	Escape	FALSE
CDKL5	ENSG00000008086	protein_coding	chrX	18425583	18653629	CDKL5	ENSG00000008086	protein_coding	Mostly S	0.22	NA	VE	S or S+U and VE and U	FALSE	41	0.341463414634146	variable escape	0.143324390243902	0.149544153647824	0.00881827299091503	0.0554482316852991	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	4	0	0	0.000167361965154711	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0717458761045286	2	0	0	2	1	Subject	FALSE
CDR1	ENSG00000288642	lncRNA	chrX	140783578	140784366	CDR1	ENSG00000184258	protein_coding	S	0.22	NA	S	NA	FALSE	6	0	subject	0.151183333333333	0.0838128729173906	0.100420718201231	0.283804768417697	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.151183333333333	1	0	0	1	1	Subject	FALSE
CDX4	ENSG00000131264	protein_coding	chrX	73447053	73455171	CDX4	ENSG00000131264	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
CENPI	ENSG00000102384	protein_coding	chrX	101098188	101166126	CENPI	ENSG00000102384	protein_coding	S	0	S	S	all F S or S+U	FALSE	42	0.0238095238095238	subject	0.0133	0.0344570004215222	0.32120152781465	0.412998523878752	Subject	35	0	1	NA	0	0	2	0	0	0	Subject	inactivated gene	4	0	0	0.00329463794920054	Subject	0.0108668844998696	S	0.87725778885466	Subject	0.057410139162206	0.142543820828161	Subject	0.0881294818461216	0.156780491609927	Subject	0.0288335239095663	6	0	0	6	1	Subject	FALSE
CENPVL1	ENSG00000223591	protein_coding	chrX	51710512	51712131	CENPVP1	ENSG00000223591	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
CENPVL2	ENSG00000283093	protein_coding	chrX	51681212	51682831	RP11-141O19.1	ENSG00000283093	protein_coding	No call	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
CENPVL3	ENSG00000224109	protein_coding	chrX	51617020	51618912	CENPVP3	ENSG00000224109	protein_coding	No call	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
