Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
AC015971.2	AC015971.2	76.428664090361	0.0350728924528609	0.0657482709031358	0.533442050583084	0.593727615334165	0.812381961628784	ENSG00000228363	antisense	chr2	86562070	86618766	chr2:86562070	CHMP3-AS1	lncRNA	chr2	86562070	86618766	chr2:86562070	ENSG00000228363
AC016747.3	AC016747.3	651.205778039181	-0.0591864908815483	0.0308238959813801	-1.92014957866784	0.0548390083718923	0.215195450997505	ENSG00000212978	processed_transcript	chr2	61141592	61144969	chr2:61141592	C2orf74-DT	lncRNA	chr2	61141592	61144969	chr2:61141592	ENSG00000212978
AC025335.1	AC025335.1	259.538254501539	-0.0172337250577049	0.0464051978393646	-0.371374886006538	0.710358328301272	0.877549021598486	ENSG00000179859	antisense	chr17	7913324	7915953	chr17:7913324	RNF227	protein_coding	chr17	7913339	7916289	chr17:7913339	ENSG00000179859
AC034220.3	AC034220.3	42.6699183321834	0.502004623226637	0.0959505828176788	5.23190801436323	1.67769236902527e-07	1.13540543760452e-05	ENSG00000233006	processed_transcript	chr5	132311285	132369916	chr5:132311285	MIR3936HG	lncRNA	chr5	132311285	132370170	chr5:132311285	ENSG00000233006
AC062017.1	AC062017.1	21.2245767717844	0.279599197278941	0.0675908688224432	4.13664156342522	3.524259662325e-05	0.000939089210315513	ENSG00000222020	antisense	chr2	239401436	239402364	chr2:239401436	HDAC4-AS1	lncRNA	chr2	239401436	239402657	chr2:239401436	ENSG00000222020
AC062029.1	AC062029.1	151.899869941648	0.0849157996961143	0.0328490148479383	2.58503337434011	0.00973695718439371	0.0680986265189242	ENSG00000234028	antisense	chr2	88627539	88631821	chr2:88627539	EIF2AK3-DT	lncRNA	chr2	88627539	88631821	chr2:88627539	ENSG00000234028
AC069363.1	AC069363.1	535.681431802195	-0.104050347936564	0.0758384866648386	-1.37199926465312	0.170063666730127	0.427492572952031	ENSG00000277089	antisense	chr17	36072866	36090134	chr17:36072866	CCL3-AS1	lncRNA	chr17	36072866	36090134	chr17:36072866	ENSG00000277089
AC072062.1	AC072062.1	112.232067474658	-0.0924183572209749	0.0581953860723555	-1.58807017975737	0.112270470546578	0.336836173543252	ENSG00000229267	antisense	chr2	214810229	214963274	chr2:214810229	SNHG31	lncRNA	chr2	214810181	214963575	chr2:214810181	ENSG00000229267
AC074117.10	AC074117.10	239.885667438906	0.120704951203126	0.0416097800423511	2.90087933846972	0.00372117135714615	0.0340047719318749	ENSG00000234072	antisense	chr2	27356246	27367622	chr2:27356246	GTF3C2-AS2	lncRNA	chr2	27356246	27367622	chr2:27356246	ENSG00000234072
AC078883.3	AC078883.3	25.1572641983152	0.375207369777771	0.0836406931753064	4.48594285309612	7.25921980045421e-06	0.000257825501163391	ENSG00000232788	antisense	chr2	172464262	172466022	chr2:172464262	ITGA6-AS1	lncRNA	chr2	172464262	172466022	chr2:172464262	ENSG00000232788
AC079610.2	AC079610.2	127.21877254441	0.12132243915372	0.0367387796649489	3.30229910356739	0.000958957534523851	0.0123705067255836	ENSG00000196096	lincRNA	chr2	213276552	213284205	chr2:213276552	SPAG16-DT	lncRNA	chr2	213276552	213284205	chr2:213276552	ENSG00000196096
AC079630.4	AC079630.4	116.481179354008	0.242863110898349	0.0901535716308165	2.69388230000344	0.00706250997327429	0.0541593882600727	ENSG00000225342	antisense	chr12	40186009	40224915	chr12:40186009	LRRK2-DT	lncRNA	chr12	40186009	40224915	chr12:40186009	ENSG00000225342
AC079767.4	AC079767.4	678.873599071402	0.0508286087393821	0.102462598745911	0.496069876828209	0.619845111274109	0.829451816681692	ENSG00000224137	lincRNA	chr2	207662375	207667024	chr2:207662375	LINC01857	lncRNA	chr2	207662375	207679116	chr2:207662375	ENSG00000224137
AC084219.4	AC084219.4	220.842118813342	0.058925959537477	0.0324502696335368	1.81588505127791	0.0693880068765297	0.250267813215281	ENSG00000186019	antisense	chr19	44105463	44113145	chr19:44105463	ZNF225-AS1	lncRNA	chr19	44103007	44113183	chr19:44103007	ENSG00000186019
AC091729.9	AC091729.9	268.189848850865	0.0223903822552366	0.0472423118379097	0.473947641090448	0.635537244986046	0.837480157403055	ENSG00000229043	antisense	chr7	1160374	1165267	chr7:1160374	ZFAND2A-DT	lncRNA	chr7	1160374	1165607	chr7:1160374	ENSG00000229043
AC093110.3	AC093110.3	43.3699847813629	-0.0210939275800178	0.065187343583882	-0.323589310751319	0.746248981701852	0.89448490242798	ENSG00000238018	antisense	chr2	54661011	54680045	chr2:54661011	SPTBN1-AS2	lncRNA	chr2	54661011	54680045	chr2:54661011	ENSG00000238018
AC093388.3	AC093388.3	36.0174150170687	0.174023155515427	0.0538171939044654	3.23359772017001	0.00122241508041295	0.0148801005269418	ENSG00000233654	antisense	chr2	190534855	190568102	chr2:190534855	NEMP2-DT	lncRNA	chr2	190534855	190569776	chr2:190534855	ENSG00000233654
AC093495.4	AC093495.4	26.8802742997791	0.141465739206403	0.0822437381903296	1.72007914911432	0.0854180553141591	0.285699880154819	ENSG00000228242	antisense	chr3	14144637	14165978	chr3:14144637	XPC-AS1	lncRNA	chr3	14144637	14165978	chr3:14144637	ENSG00000228242
AC093627.9	AC093627.9	25.0530677508405	0.048582066428554	0.0638957495892014	0.760333304498309	0.447055379075973	0.71340929872061	ENSG00000242474	lincRNA	chr7	135853	149466	chr7:135853	LINC03015	lncRNA	chr7	135853	149527	chr7:135853	ENSG00000242474
AC093673.5	AC093673.5	51.6920144949304	0.0840433962789281	0.0437740667397821	1.91993576421697	0.0548660137303934	0.215239332307005	ENSG00000232533	antisense	chr7	143379692	143380495	chr7:143379692	FAM131B-AS2	lncRNA	chr7	143379683	143381036	chr7:143379683	ENSG00000232533
AC093818.1	AC093818.1	351.099578915025	0.119094018002506	0.0407341014694399	2.92369326206581	0.00345905423153973	0.0321733433925709	ENSG00000225205	antisense	chr2	172480840	172556596	chr2:172480840	PDK1-AS1	lncRNA	chr2	172480840	172556596	chr2:172480840	ENSG00000225205
AC104024.2	AC104024.2	22.9439949603605	-0.12997727990631	0.0905950852319145	-1.43470564185222	0.151370995831225	0.400797986626209	ENSG00000230969	lincRNA	chr17	16988329	16990177	chr17:16988329	LINC02090	lncRNA	chr17	16988329	16990177	chr17:16988329	ENSG00000230969
AC104653.1	AC104653.1	62.4781768960993	0.10038906833856	0.0740364639976238	1.35594088261403	0.175117978373577	0.434647171202101	ENSG00000228857	lincRNA	chr2	113831049	113843356	chr2:113831049	ACTR3-AS1	lncRNA	chr2	113831049	113891020	chr2:113831049	ENSG00000228857
AC104699.1	AC104699.1	3493.45425732565	0.168122456977042	0.0528461244452327	3.18135830662997	0.00146586209107341	0.0169873895138034	ENSG00000224220	antisense	chr2	25421117	25427643	chr2:25421117	DTNB-AS1	lncRNA	chr2	25421117	25427643	chr2:25421117	ENSG00000224220
AC104820.2	AC104820.2	167.989380568837	0.516879448895358	0.11782557034862	4.38681898475877	1.15020434664635e-05	0.000378385241292149	ENSG00000234663	lincRNA	chr2	181101932	181399559	chr2:181101932	LINC01934	lncRNA	chr2	181086076	181409321	chr2:181086076	ENSG00000234663
AC137934.1	AC137934.1	47.799442401926	-0.0481524358922914	0.0512228853642577	-0.940057077024622	0.347188284225875	0.629131823453876	ENSG00000260923	lincRNA	chr16	90185997	90222678	chr16:90185997	LINC02193	lncRNA	chr16	90173217	90222851	chr16:90173217	ENSG00000260923
AC144652.1	AC144652.1	247.387183834205	0.0113727588643501	0.0319595117161831	0.355848955558084	0.72195368432551	0.882987737998849	ENSG00000273117	lincRNA	chr7	155295918	155297541	chr7:155295918	INSIG1-DT	lncRNA	chr7	155295918	155297541	chr7:155295918	ENSG00000273117
AC147651.4	AC147651.4	825.010895589702	-0.295462935258639	0.0552279180734132	-5.34988363794353	8.80108023431537e-08	6.45396735457639e-06	ENSG00000237181	antisense	chr7	603185	608482	chr7:603185	PRKAR1B-AS1	lncRNA	chr7	602792	608482	chr7:602792	ENSG00000237181
AC159540.1	AC159540.1	93.2166187331098	0.125125697961112	0.0686204874577837	1.82344519248849	0.068235990886803	0.247655865537135	ENSG00000230606	lincRNA	chr2	97416165	97433527	chr2:97416165	LINC02969	lncRNA	chr2	97416165	97433527	chr2:97416165	ENSG00000230606
ACAA1	ACAA1	3308.31056839326	0.0141266746572678	0.0274896197324839	0.513891235846182	0.607328035297149	0.821247540072551	ENSG00000060971	protein_coding	chr3	38103129	38137242	chr3:38103129	ACAA1	protein_coding	chr3	38103129	38137242	chr3:38103129	ENSG00000060971
ACAA2	ACAA2	5799.72163485569	-0.0537890599343571	0.0222541125327743	-2.41703909132033	0.0156473365813425	0.0937874948296988	ENSG00000167315	protein_coding	chr18	49782167	49813960	chr18:49782167	ACAA2	protein_coding	chr18	49782164	49813953	chr18:49782164	ENSG00000167315
ACACA	ACACA	3945.19467597618	-0.0151578144402273	0.023918964829192	-0.633715319557974	0.526266625336343	0.769171338172774	ENSG00000278540	protein_coding	chr17	37084988	37406818	chr17:37084988	ACACA	protein_coding	chr17	37084992	37406836	chr17:37084992	ENSG00000278540
ACAD10	ACAD10	1151.77178943743	-0.0313386634997165	0.0246585298464674	-1.27090559310884	0.203762236403658	0.473524848688641	ENSG00000111271	protein_coding	chr12	111686056	111757107	chr12:111686056	ACAD10	protein_coding	chr12	111686053	111757107	chr12:111686053	ENSG00000111271
ACAD11	ACAD11	1409.21316186946	0.0129218583300667	0.0334661840754468	0.386116872510334	0.699410114521408	0.872234809148256	ENSG00000240303	protein_coding	chr3	132558138	132660723	chr3:132558138	ACAD11	protein_coding	chr3	132558138	132660082	chr3:132558138	ENSG00000240303
ACAD8	ACAD8	1019.770266288	-0.15099718064339	0.0249512738073095	-6.05168224313884	1.43341000158866e-09	1.8223061917393e-07	ENSG00000151498	protein_coding	chr11	134253495	134265855	chr11:134253495	ACAD8	protein_coding	chr11	134253548	134265855	chr11:134253548	ENSG00000151498
ACAD9	ACAD9	2895.15078998484	-0.00346306998351946	0.0207969758917048	-0.166517959224098	0.867749351055828	0.949640678731594	ENSG00000177646	protein_coding	chr3	128879596	128916067	chr3:128879596	ACAD9	protein_coding	chr3	128879596	128924003	chr3:128879596	ENSG00000177646
ACADM	ACADM	17313.4931435639	-0.0586258249533632	0.0251603442947021	-2.33008834325482	0.0198014823953712	0.110144986720194	ENSG00000117054	protein_coding	chr1	75724347	75787575	chr1:75724347	ACADM	protein_coding	chr1	75724431	75787575	chr1:75724431	ENSG00000117054
ACADS	ACADS	1234.068962614	-0.00598931562058395	0.0370233599126563	-0.161771261028541	0.871485985282897	0.951425890787544	ENSG00000122971	protein_coding	chr12	120725735	120740008	chr12:120725735	ACADS	protein_coding	chr12	120725774	120740008	chr12:120725774	ENSG00000122971
ACADSB	ACADSB	2721.23807836311	0.0542265207764798	0.0270276237006342	2.00633697498191	0.0448203076211381	0.1891100014176	ENSG00000196177	protein_coding	chr10	123008979	123058311	chr10:123008979	ACADSB	protein_coding	chr10	123008979	123058290	chr10:123008979	ENSG00000196177
ACADVL	ACADVL	9646.09973611447	0.0109243884541162	0.0281816062361466	0.38764250563207	0.698280608821086	0.872001388211992	ENSG00000072778	protein_coding	chr17	7217125	7225273	chr17:7217125	ACADVL	protein_coding	chr17	7217125	7225266	chr17:7217125	ENSG00000072778
ACAP1	ACAP1	8049.94997436976	-0.0272629062721487	0.0256883805647271	-1.06129330354065	0.288556628047204	0.570238368755156	ENSG00000072818	protein_coding	chr17	7336529	7351478	chr17:7336529	ACAP1	protein_coding	chr17	7336529	7351477	chr17:7336529	ENSG00000072818
ACAP2	ACAP2	5989.515313974	-0.0422750719303263	0.0234787368856996	-1.80056840945627	0.0717709320962357	0.25595442728856	ENSG00000114331	protein_coding	chr3	195274736	195443078	chr3:195274736	ACAP2	protein_coding	chr3	195274745	195443044	chr3:195274745	ENSG00000114331
ACAP3	ACAP3	951.243173528586	0.0982866605443526	0.0321608199827786	3.05609933443808	0.0022423695292053	0.0231433632062062	ENSG00000131584	protein_coding	chr1	1292376	1309609	chr1:1292376	ACAP3	protein_coding	chr1	1292390	1309609	chr1:1292390	ENSG00000131584
ACAT1	ACAT1	5576.21403372003	-0.0150999343392656	0.0250810294662087	-0.602046034817254	0.547143494807886	0.782960721852372	ENSG00000075239	protein_coding	chr11	108121516	108147776	chr11:108121516	ACAT1	protein_coding	chr11	108116695	108147603	chr11:108116695	ENSG00000075239
ACAT2	ACAT2	8879.34062249142	-0.155381256498682	0.0277414946937498	-5.60104126378202	2.13068004246297e-08	1.9851808642208e-06	ENSG00000120437	protein_coding	chr6	159760328	159779055	chr6:159760328	ACAT2	protein_coding	chr6	159762045	159779112	chr6:159762045	ENSG00000120437
ACBD3	ACBD3	3468.16570637217	-0.00209330539931524	0.0236921561297696	-0.0883543645352296	0.929595031209621	0.976130395580259	ENSG00000182827	protein_coding	chr1	226144679	226186730	chr1:226144679	ACBD3	protein_coding	chr1	226144679	226186741	chr1:226144679	ENSG00000182827
ACBD4	ACBD4	508.342469109397	0.0637412611335613	0.0259332548570082	2.45789668458589	0.013975337243258	0.0870251831174358	ENSG00000181513	protein_coding	chr17	45132600	45144181	chr17:45132600	ACBD4	protein_coding	chr17	45132600	45144181	chr17:45132600	ENSG00000181513
ACBD5	ACBD5	2905.79854932804	-0.0700774089338456	0.0240429175109832	-2.91467992192849	0.00356053506268319	0.032914684646741	ENSG00000107897	protein_coding	chr10	27195214	27242130	chr10:27195214	ACBD5	protein_coding	chr10	27168135	27243046	chr10:27168135	ENSG00000107897
ACBD6	ACBD6	3464.24921696978	0.0217020662374318	0.0211041888959599	1.0283297948298	0.303794720279229	0.585882126597909	ENSG00000230124	protein_coding	chr1	180269653	180502954	chr1:180269653	ACBD6	protein_coding	chr1	180269653	180502954	chr1:180269653	ENSG00000230124
ACD	ACD	1267.63905957084	0.0713510127852871	0.0219436771144221	3.25155225412941	0.00114776675333928	0.0141872522904808	ENSG00000102977	protein_coding	chr16	67657512	67660815	chr16:67657512	ACD	protein_coding	chr16	67657512	67660810	chr16:67657512	ENSG00000102977
ACER2	ACER2	282.773257006594	-0.169932672567215	0.0420817879341936	-4.03815239107595	5.38738518798592e-05	0.00132282672765654	ENSG00000177076	protein_coding	chr9	19409059	19452020	chr9:19409059	ACER2	protein_coding	chr9	19409009	19452505	chr9:19409009	ENSG00000177076
ACER3	ACER3	975.539846247457	0.0285780249363719	0.0385460083950314	0.74140037130422	0.458450719430343	0.720793473926371	ENSG00000078124	protein_coding	chr11	76860867	77026797	chr11:76860867	ACER3	protein_coding	chr11	76860859	77026797	chr11:76860859	ENSG00000078124
ACHE	ACHE	423.796931895139	0.0884723227245573	0.0680952328064791	1.29924400105934	0.193860205462302	0.46032055659152	ENSG00000087085	protein_coding	chr7	100889994	100896974	chr7:100889994	ACHE	protein_coding	chr7	100889994	100896974	chr7:100889994	ENSG00000087085
ACIN1	ACIN1	9582.72193389502	-0.0111293445274146	0.0158239429881643	-0.703323093096261	0.481854422350751	0.73801336567441	ENSG00000100813	protein_coding	chr14	23058564	23095614	chr14:23058564	ACIN1	protein_coding	chr14	23058564	23095614	chr14:23058564	ENSG00000100813
ACKR3	ACKR3	1112.66398643017	0.0901733353687195	0.101321545681618	0.889971967582008	0.373480938403609	0.652847751876676	ENSG00000144476	protein_coding	chr2	236567787	236582358	chr2:236567787	ACKR3	protein_coding	chr2	236567787	236582354	chr2:236567787	ENSG00000144476
ACLY	ACLY	17857.7595340601	-0.0911330804584259	0.0200277585495354	-4.55033848311198	5.3559686877131e-06	0.000205811418245653	ENSG00000131473	protein_coding	chr17	41866908	41930542	chr17:41866908	ACLY	protein_coding	chr17	41866917	41930542	chr17:41866917	ENSG00000131473
ACO1	ACO1	1589.8304624267	0.0255539528932529	0.0305995976237322	0.835107481068115	0.403657194911741	0.678040977894999	ENSG00000122729	protein_coding	chr9	32384603	32454769	chr9:32384603	ACO1	protein_coding	chr9	32384603	32454769	chr9:32384603	ENSG00000122729
ACO2	ACO2	12288.2240352811	-0.0446153495926583	0.0158024919626735	-2.82331101310114	0.00475304387592157	0.0408954179912468	ENSG00000100412	protein_coding	chr22	41469125	41528989	chr22:41469125	ACO2	protein_coding	chr22	41447830	41529273	chr22:41447830	ENSG00000100412
ACOT1	ACOT1	123.291540720699	-0.266096704481239	0.111376006705833	-2.38917440435852	0.016886284143333	0.0986773203494578	ENSG00000184227	protein_coding	chr14	73537114	73543794	chr14:73537114	ACOT1	protein_coding	chr14	73537143	73543796	chr14:73537143	ENSG00000184227
ACOT13	ACOT13	2049.36271122133	-0.0189554227336551	0.0196595410564071	-0.964184396739896	0.334953485723338	0.616976610195608	ENSG00000112304	protein_coding	chr6	24667035	24705065	chr6:24667035	ACOT13	protein_coding	chr6	24667035	24705065	chr6:24667035	ENSG00000112304
ACOT2	ACOT2	1122.48868379345	-0.202583980518145	0.0494065876800609	-4.1003434973086	4.12537347093078e-05	0.00106082146172158	ENSG00000119673	protein_coding	chr14	73567620	73575658	chr14:73567620	ACOT2	protein_coding	chr14	73567620	73575658	chr14:73567620	ENSG00000119673
ACOT4	ACOT4	150.613537086026	-0.255513935905367	0.0715530443512686	-3.57097225173252	0.000355658576516516	0.00572208588569386	ENSG00000177465	protein_coding	chr14	73591706	73596496	chr14:73591706	ACOT4	protein_coding	chr14	73591873	73595766	chr14:73591873	ENSG00000177465
ACOT7	ACOT7	3400.21677052008	0.057183766687031	0.0288319720457909	1.98334566210774	0.0473288322072255	0.195986028771655	ENSG00000097021	protein_coding	chr1	6264269	6394391	chr1:6264269	ACOT7	protein_coding	chr1	6264269	6393767	chr1:6264269	ENSG00000097021
ACOT8	ACOT8	935.371255012284	-0.0228566605870917	0.0199385807335718	-1.14635343871826	0.251648939971609	0.530684525297853	ENSG00000101473	protein_coding	chr20	45841721	45857406	chr20:45841721	ACOT8	protein_coding	chr20	45841721	45857405	chr20:45841721	ENSG00000101473
ACOT9	ACOT9	2341.82158754844	-0.0532001102882586	0.0332056958576148	-1.60213809451184	0.109125075689613	0.331784415977928	ENSG00000123130	protein_coding	chrX	23702253	23766475	chrX:23702253	ACOT9	protein_coding	chrX	23701055	23766475	chrX:23701055	ENSG00000123130
ACOX1	ACOX1	2240.99323979725	0.0041196883016401	0.0208805454011505	0.197297926011698	0.843594402251979	0.938223747349658	ENSG00000161533	protein_coding	chr17	75941507	75979363	chr17:75941507	ACOX1	protein_coding	chr17	75941507	75979177	chr17:75941507	ENSG00000161533
ACOX3	ACOX3	1433.32233081064	-0.0323581859104457	0.0267805706234584	-1.20827096499959	0.226943052915658	0.501968512001903	ENSG00000087008	protein_coding	chr4	8366282	8440723	chr4:8366282	ACOX3	protein_coding	chr4	8366282	8440723	chr4:8366282	ENSG00000087008
ACOXL	ACOXL	475.777286894245	0.363723914977295	0.0995155883568928	3.65494412466188	0.00025723799613396	0.00451219659756319	ENSG00000153093	protein_coding	chr2	110732573	111118222	chr2:110732573	ACOXL	protein_coding	chr2	110732539	111120610	chr2:110732539	ENSG00000153093
ACP1	ACP1	6803.95514356547	-0.0376613005862557	0.0138344683029017	-2.72228030464722	0.00648331251861703	0.0510373264992752	ENSG00000143727	protein_coding	chr2	264140	278283	chr2:264140	ACP1	protein_coding	chr2	264140	278283	chr2:264140	ENSG00000143727
ACP2	ACP2	986.635151405795	0.148702741616305	0.0459635777001036	3.23522991588119	0.00121544814967966	0.0148351199462471	ENSG00000134575	protein_coding	chr11	47239302	47248906	chr11:47239302	ACP2	protein_coding	chr11	47239302	47248906	chr11:47239302	ENSG00000134575
